;Unnamed: 0;Participant;List;type;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1gender;NP2_gender;verbclass;Connective;prompt;cont;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;NP1;NP2
1849;1849;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;53;13;1,56053E+13;2;sodass_se_mf;langweilen;object;m; f;se; sodass;Jacob langweilte Melanie, sodass;Melanie ihn verließ.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1974;1298;Selected;Jacob;Melanie
1850;1850;309;3;Experiment;26;male;rechts;22045;72108;Koreanisch;ja;male;4;1;1,56044E+13;2;sodass_se_mf;schockieren;object;m; f;se; sodass;Lars schockierte Johanna, sodass;Johanna rückwärts umkippte.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;860;1360;Selected;Lars;Johanna
1851;1851;309;3;Experiment;26;male;rechts;22045;72108;Koreanisch;ja;male;20;13;1,56044E+13;2;sodass_se_mf;langweilen;object;m; f;se; sodass;Jacob langweilte Melanie, sodass;Melanie sich entschloss früher zu gehen.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;2003;1365;Selected;Jacob;Melanie
1852;1852;313;3;Experiment;24;female;rechts;72108;72108;keine;nein;female;36;12;1,56043E+13;2;weil_es_mf;lieben;object;m; f;es; weil;Fritz liebte Emma, weil;Emma ihm einen Liebestrank gegeben haztte;sinnvoll;zwei;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1897;1531;Selected;Fritz;Emma
1853;1853;313;3;Experiment;24;female;rechts;72108;72108;keine;nein;female;1;12;1,56043E+13;2;sodass_se_fm;amüsieren;object;f; m;se; sodass;Emma amüsierte Fritz, sodass;Fritz lachem musste;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;137;1520;Selected;Emma;Fritz
1854;1854;313;3;Experiment;24;female;rechts;72108;72108;keine;nein;female;87;20;1,56043E+13;2;sodass_se_fm;erschrecken;object;f; m;se; sodass;Aisha erschreckte Albert, sodass;Albert einen Hass auf Ausländer bekam;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;253;1550;Selected;Aisha;Albert
1855;1855;402;4;Experiment;19;male;rechts;63762;72076;keine;ja;male;23;18;1,56052E+13;2;weil_es_fm;ekeln sich vor;object;f; m;es; weil;Marie ekelte sich vor Klaus, weil;Klaus ein besonders ungehobeltes Benehmen an den Tag legte.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1071;1606;Selected;Marie;Klaus
1856;1856;408;4;Experiment;25;female;links;86647;72072;keine;nein;female;119;11;1,56051E+13;2;sodass_es_fm;bewundern;subject;f; m;es; sodass;Anna bewunderte Armin, sodass;Anna von ihm träumte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1118;1879;Selected;Anna;Armin
1857;1857;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;40;2;1,56055E+13;2;sodass_se_fm;faszinieren;object;f; m;se; sodass;Anastasia faszinierte Patrick, sodass;dieser beschloss, ein Musical über sie zu schreiben.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;256;96;Selected;Anastasia;Patrick
1858;1858;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;18;6;1,56055E+13;2;sodass_se_fm;verwirren;object;f; m;se; sodass;Jana verwirrte Daniel, sodass;dieser nicht mehr oben von unten unterscheiden konnte;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1476;89;Selected;Jana;Daniel
1859;1859;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;2;7;1,56055E+13;2;sodass_se_mf;überraschen;object;m; f;se; sodass;Oliver überraschte Lena, sodass;diese erschrak;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1720;81;Selected;Oliver;Lena
1860;1860;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;30;14;1,56055E+12;2;sodass_se_fm;verblüffen;object;f; m;se; sodass;Janina verblüffte Yannick, sodass;dieser die nächsten zwei Wochen jedem, den er traf, von ihr vorschwärmte;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;631;92;Selected;Janina;Yannick
1861;1861;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;31;19;1,56055E+13;2;sodass_se_mf;erschüttern;object;m; f;se; sodass;Alexander erschütterte Alisa, sodass;diese eine ganze Weile brauchte, um sich wieder zu fangen;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;661;93;Selected;Alexander;Alisa
1862;1862;106;1;Experiment;22;male;rechts;71101;71101;keine;ja;male;3;18;1,56049E+13;2;sodass_se_fm;erstaunen;object;f; m;se; sodass;Marie erstaunte Klaus, sodass;dieser völlig außer sich war;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;250;202;Selected;Marie;Klaus
1863;1863;202;2;Experiment;27;male;rechts;61440;72076;keine;ja;male;66;20;1,56047E+13;2;weil_es_fm;bedauern;object;f; m;es; weil;Aisha bedauerte Albert, weil;dieser kürzlich seine Großmutter verloren hatte;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;768;580;Selected;Aisha;Albert
1864;1864;208;2;Experiment;24;female;rechts;72829;72071;keine;nein;female;66;19;1,56043E+13;2;sodass_se_fm;erschüttern;object;f; m;se; sodass;Alisa erschütterte Alexander, sodass;dieser sie nicht mehr sehen wollte;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;42;816;Selected;Alisa;Alexander
1865;1865;209;2;Experiment;19;female;rechts;79395;72076;keine;nein;female;14;19;1,56041E+13;2;sodass_se_fm;erschüttern;object;f; m;se; sodass;Alisa erschütterte Alexander, sodass;dieser sich erst einmal setzen musste.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;2015;845;Selected;Alisa;Alexander
1866;1866;212;2;Experiment;30;male;rechts;99192;72108;keine;ja;male;85;15;1,56042E+13;2;sodass_se_fm;ängstigen;object;f; m;se; sodass;Katharina ängstigte Rüdiger, sodass;dieser zu weinen begann.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1064;989;Selected;Katharina;Rüdiger
1867;1867;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;79;3;1,56055E+13;2;sodass_se_fm;enttäuschen;object;f; m;se; sodass;Simone enttäuschte Michael, sodass;dieser traurig wurde.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;6;1026;Selected;Simone;Michael
1868;1868;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;60;11;1,56055E+13;2;sodass_se_fm;begeistern;object;f; m;se; sodass;Anna begeisterte Armin, sodass;dieser nicht mehr von ihr abließ.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1752;1020;Selected;Anna;Armin
1869;1869;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;66;12;1,56055E+13;2;sodass_se_mf;amüsieren;object;m; f;se; sodass;Fritz amüsierte Emma, sodass;diese gar nicht mehr aufhören konnte, zu lachen.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;953;1021;Selected;Fritz;Emma
1870;1870;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;100;15;1,56055E+13;2;sodass_se_fm;ängstigen;object;f; m;se; sodass;Katharina ängstigte Rüdiger, sodass;dieser erstmal eingeschüchtert war.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;206;1035;Selected;Katharina;Rüdiger
1871;1871;213;2;Experiment;21;male;rechts;72581;72074;keine;ja;male;114;19;1,56055E+13;2;sodass_se_fm;erschüttern;object;f; m;se; sodass;Alisa erschütterte Alexander, sodass;dieser zu Boden fiel;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;489;1040;Selected;Alisa;Alexander
1872;1872;301;3;Experiment;28;female;rechts;73099;72116;Polnisch;ja;female;49;1;1,56043E+13;2;weil_es_fm;verachten;object;f; m;es; weil;Johanna verachtete Lars, weil;Dieser immer fies zu ihr war.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1349;1061;Selected;Johanna;Lars
1873;1873;301;3;Experiment;28;female;rechts;73099;72116;Polnisch;ja;female;41;4;1,56043E+13;2;sodass_se_fm;inspirieren;object;f; m;se; sodass;Saskia inspirierte Kevin, sodass;Dieser besser in der Schule wurde.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1793;1057;Selected;Saskia;Kevin
1874;1874;301;3;Experiment;28;female;rechts;73099;72116;Polnisch;ja;female;105;12;1,56043E+13;2;sodass_se_fm;amüsieren;object;f; m;se; sodass;Emma amüsierte Fritz, sodass;Dieser vor Lachen weinen musste.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;513;1075;Selected;Emma;Fritz
1875;1875;301;3;Experiment;28;female;rechts;73099;72116;Polnisch;ja;female;32;13;1560425533;2;weil_es_fm;bemitleiden;object;f; m;es; weil;Melanie bemitleidete Jacob, weil;Dieser eine schlechte Note bekommen hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1223;1054;Selected;Melanie;Jacob
1876;1876;307;3;Experiment;18;female;rechts;70174;72074;keine;nein;female;71;17;1,56053E+13;2;sodass_se_mf;irritieren;object;m; f;se; sodass;Felix irritierte Marike, sodass;diese ihn stehen ließ.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1193;1304;Selected;Felix;Marike
1877;1877;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;51;8;1,56045E+13;2;weil_es_mf;mögen;object;m; f;es; weil;Tobias mochte Jennifer, weil;diese nicht aufdringlich war wie Marie.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1598;1493;Selected;Tobias;Jennifer
1878;1878;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;8;9;1,56045E+13;2;weil_es_fm;hassen;object;f; m;es; weil;Annemarie hasste Malte, weil;dieser sich immer unnötig aufspielte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1502;1482;Selected;Annemarie;Malte
1879;1879;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;120;12;1,56045E+13;2;sodass_se_fm;amüsieren;object;f; m;se; sodass;Emma amüsierte Fritz, sodass;dieser sich noch etwas Gin einschenkte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1294;1519;Selected;Emma;Fritz
1880;1880;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;85;15;1,56045E+13;2;weil_se_fm;ängstigen;subject;f; m;se; weil;Katharina ängstigte Rüdiger, weil;diese sein Rasiermesser geklaut hatte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1563;1506;Selected;Katharina;Rüdiger
1881;1881;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;13;16;1,56045E+13;2;sodass_se_fm;entzücken;object;f; m;se; sodass;Stefanie entzückte Dennis, sodass;dieser eine Erektion bekam.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;858;1484;Selected;Stefanie;Dennis
1882;1882;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;112;20;1,56045E+13;2;weil_es_mf;bedauern;object;m; f;es; weil;Albert bedauerte Aisha, weil;diese nichts aus ihrem Leben zu machen schien.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;507;1515;Selected;Albert;Aisha
1883;1883;312;3;Experiment;22;female;links;73568;72072;keine;nein;female;119;20;1,56045E+13;2;sodass_se_fm;erschrecken;object;f; m;se; sodass;Aisha erschreckte Albert, sodass;dieser mitsamt der Gardine zu Boden fiel.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;744;1518;Selected;Aisha;Albert
1884;1884;402;4;Experiment;19;male;rechts;63762;72076;keine;ja;male;13;9;1,56052E+13;2;sodass_se_fm;stören;object;f; m;se; sodass;Annemarie störte Malte, sodass;dieser auf Dauer entnervt den Raum verließ.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1236;1602;Selected;Annemarie;Malte
1885;1885;408;4;Experiment;25;female;links;86647;72072;keine;nein;female;38;18;1,56051E+13;2;weil_es_fm;ekeln sich vor;object;f; m;es; weil;Marie ekelte sich vor Klaus, weil;dieser eine schlechte Körperhygiene hat;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;148;1854;Selected;Marie;Klaus
1886;1886;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;69;1;1,56043E+13;2;sodass_se_fm;schockieren;object;f; m;se; sodass;Johanna schockierte Lars, sodass;dieser nicht mehr wusste, was er sagen sollte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;257;1982;Selected;Johanna;Lars
1887;1887;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;72;5;1,56043E+13;2;sodass_se_fm;bezaubern;object;f; m;se; sodass;Martha bezauberte Tim, sodass;dieser einfach nicht nein zu ihr sagen konnte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1232;1984;Selected;Martha;Tim
1888;1888;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;40;9;1,56043E+13;2;sodass_se_fm;stören;object;f; m;se; sodass;Annemarie störte Malte, sodass;dieser es nicht ertragen konnte sie in seiner Nähe zu haben.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;220;1973;Selected;Annemarie;Malte
1889;1889;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;99;10;1,56043E+13;2;sodass_se_mf;beeindrucken;object;m; f;se; sodass;Robin beeindruckte Adele, sodass;diese kaum an jemand anderen denken konnte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1225;1996;Selected;Robin;Adele
1890;1890;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;74;13;1,56043E+13;2;sodass_se_fm;langweilen;object;f; m;se; sodass;Melanie langweilte Jacob, sodass;dieser ungern in ihrer Gesellschaft blieb.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;765;1985;Selected;Melanie;Jacob
1891;1891;411;4;Experiment;26;female;rechts;71642;72074;keine;nein;female;34;17;1,56043E+13;2;sodass_se_fm;irritieren;object;f; m;se; sodass;Marike irritierte Felix, sodass;dieser nicht wusste, woran er bei igr war-;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;2006;1970;Selected;Marike;Felix
1892;1892;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;9;14;1,56054E+13;2;weil_es_fm;anhimmeln;object;f; m;es; weil;Janina himmelte Yannick an, weil;dieser letzte Woche erst reich geerbt hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;588;2045;Selected;Janina;Yannick
1893;1893;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;12;18;1,56054E+13;2;sodass_se_mf;erstaunen;object;m; f;se; sodass;Klaus erstaunte Marie, sodass;diese komplett verstummte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;402;2047;Selected;Klaus;Marie
1894;1894;202;2;Experiment;27;male;rechts;61440;72076;keine;ja;male;102;12;1,56047E+13;2;sodass_se_mf;amüsieren;object;m; f;se; sodass;Fritz amüsierte Emma, sodass;die viel zu lachen hatte;sinnvoll;eine;so;NP2;Objekt;kongruent;d_pron;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;618;593;Selected;Fritz;Emma
1895;1895;101;1;Experiment;26;female;rechts;81479;72070;keine;ja;female;85;4;1,56044E+13;2;sodass_es_fm;respektieren;subject;f; m;es; sodass;Saskia respektierte Kevin, sodass;er sich zugehörig fühlte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;107;29;Selected;Saskia;Kevin
1896;1896;101;1;Experiment;26;female;rechts;81479;72070;keine;ja;female;61;19;1,56044E+13;2;sodass_se_mf;erschüttern;object;m; f;se; sodass;Alexander erschütterte Alisa, sodass;er nach Antworten suchte.;sinnvoll;eine;so;NP1;Subjekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;2065;21;Selected;Alexander;Alisa
1897;1897;101;1;Experiment;26;female;rechts;81479;72070;keine;ja;female;65;20;1,56044E+13;2;weil_se_mf;erschrecken;subject;m; f;se; weil;Albert erschreckte Aisha, weil;sie ihn davor geärgert hatte.;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;464;23;Selected;Albert;Aisha
1898;1898;102;1;Experiment;23;female;rechts;97753;72074;keine;ja;female;32;9;1,56052E+12;2;weil_se_fm;stören;subject;f; m;se; weil;Annemarie störte Malte, weil;er sie nervte;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;14;53;Selected;Annemarie;Malte
1899;1899;102;1;Experiment;23;female;rechts;97753;72074;keine;ja;female;2;16;1,56052E+13;2;sodass_es_fm;vertrauen;subject;f; m;es; sodass;Stefanie vertraute Dennis, sodass;er sich zurückzog;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1220;42;Selected;Stefanie;Dennis
1900;1900;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;4;1;1,56055E+13;2;weil_se_fm;schockieren;subject;f; m;se; weil;Johanna schockierte Lars, weil;er selten eine so verrückte Frau gesehen hatte;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1462;83;Selected;Johanna;Lars
1901;1901;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;83;6;1,56055E+13;2;weil_es_mf;misstrauen;object;m; f;es; weil;Daniel misstraute Jana, weil;ihm ein Freund erzählt hatte, dass sie es mit der Wahrheit nicht so genau nahm;sinnvoll;zwei;so;NP1;Subjekt;inkongruent;pers;1;ja;ja;nein;bias-inkongruente Anapher;andere morphosyntaktische Form;Selected;788;109;Selected;Daniel;Jana
1902;1902;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;47;10;1,56055E+12;2;weil_es_mf;achten;object;m; f;es; weil;Robin achtete Adele, weil;er ihre Musik sehr schätzte;sinnvoll;eine;so;NP1;Subjekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;873;98;Selected;Robin;Adele
1903;1903;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;90;16;1,56055E+13;2;weil_se_mf;entzücken;subject;m; f;se; weil;Dennis entzückte Stefanie, weil;sie selten so einen niedlichen Welpen gesehen hatte;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;349;110;Selected;Dennis;Stefanie
1904;1904;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;84;13;1,56042E+13;2;sodass_es_mf;bemitleiden;subject;m; f;es; sodass;Jacob bemitleidete Melanie, sodass;sie dich zurückzog.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;681;147;Selected;Jacob;Melanie
1905;1905;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;79;17;1,56042E+13;2;weil_se_fm;irritieren;subject;f; m;se; weil;Marike irritierte Felix, weil;er sie völlig falsch eingeschätzt hatte;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1511;145;Selected;Marike;Felix
1906;1906;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;81;1;1,56044E+13;2;sodass_es_mf;verachten;subject;m; f;es; sodass;Lars verachtete Johanna, sodass;sie sehr traurig war.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;633;188;Selected;Lars;Johanna
