index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
251;252;Liste2;5;31;m;deutsch;nein;rechts;12;3;<id: item 12, condition 3>;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil;sie fair diskutierte.;1;objekt;pers;;14056050565478.0;;;;;52;Peter respektierte Katharina im Laufe der Zeit mehr und mehr, weil;m;Peter;Katharin;es;respektierte;4;sie fair diskutierte.;sie durch ihre Entschlossenheit und Weisheit glänzte.
1819;1820;Liste4;31;27;f;deutsch;Türkisch;rechts;20;1;<id: item 20, condition 1>;Der Tobias vertraute der Verena wegen der stoischen Ruhe bei Not-OPs, weil;sie nicht wie die anderen dazu neigt in Panik zu geraten und arbeitet bis zu letzt äußerst konzentriert;1;objekt;pers;;1405512670234.0;;;;;380;Tobias vertraute Verena wegen der stoischen Ruhe bei Not-OPs, weil;m;Tobias;Veren;es;vertraute;2;sie nicht wie die anderen dazu neigt in Panik zu geraten und arbeitet bis zu letzt äußerst konzentriert;sie selbst in stressigen Situationen stets klare Entscheidungen traf.
1690;1691;Liste4;29;20;f;deutsch;nein;rechts;11;2;<id: item 11, condition 2>;Die Eva mochte den Mark für den toleranten Umgang mit Fremden, weil;er grundsätzlich ohne Vorurteile in ein Gespräch geht.;1;objekt;pers;;14055937996264.0;1;objekt;pers;;331;Eva mochte Mark für den toleranten Umgang mit Fremden, weil;f;Eva;Mar;es;mochte;1;er grundsätzlich ohne Vorurteile in ein Gespräch geht.;er immer offen und freundlich auf neue Menschen zuging und ihnen unvoreingenommen begegnete.
1725;1726;Liste4;29;20;f;deutsch;nein;rechts;46;3;<id: item 46, condition 3>;Der Timo bezauberte die Marlene auf fast schon magische Art und Weise, weil ;er immer das ausspricht, was Marlene denkt.;1;subjekt;pers;;14055934099566.0;1;subjekt;pers;;346;Timo bezauberte Marlene auf fast schon magische Art und Weise, weil;m;Timo;Marlen;se;bezauberte;4;er immer das ausspricht, was Marlene denkt.;er jedes Mal genau wusste, was sie brauchte, um sich geliebt und verstanden zu fühlen.
1363;1364;Liste2;23;22;m;deutsch;nein;rechts;44;3;<id: item 44, condition 3>;Der Nikolas begeisterte die Leonie neulich bei einem Grillfest in der Nachbarschaft, weil ;er sehr gut Feuer machen konnte.;1;subjekt;pers;;14055974743033.0;;;;;184;Nikolas begeisterte Leonie neulich bei einem Grillfest in der Nachbarschaft, weil;m;Nikolas;Leoni;se;begeisterte;4;er sehr gut Feuer machen konnte.;er eine beeindruckende Feuershow aufführte.
785;786;Liste3;14;24;m;deutsch;nein;rechts;6;2;<id: item 6, condition 2>;Die Ellen ekelte sich vor dem Michael wegen der mangelnden Hygiene vor den OPs, weil;er sich nach dem Pissen nie die Hände wusch.;1;objekt;pers;;14055978406886.0;1;objekt;pers;;126;Ellen ekelte sich vor Michael wegen der mangelnden Hygiene vor den OPs, weil;f;Ellen;Michae;es;ekelte sich vor;1;er sich nach dem Pissen nie die Hände wusch.;er sich nie die Hände wusch und ständig verschmutzte Kleidung trug.
290;291;Liste2;5;31;m;deutsch;nein;rechts;51;4;<id: item 51, condition 4>;Die Heidi erstaunte den Benedikt in allergrößtem Ausmaß gestern bei der Show, weil ;ihr Oberteil verrutschte.;0-poss;subjekt;poss;;14056047516483.0;;;;;71;Heidi erstaunte Benedikt in allergrößtem Ausmaß gestern bei der Show, weil;f;Heidi;Benedik;se;erstaunte;3;ihr Oberteil verrutschte.;sie während der ganzen Aufführung auf einem Seil tanzte und dabei fehlerlos jonglierte.
1518;1519;Liste3;26;26;f;deutsch;nein;rechts;19;1;<id: item 19, condition 1>;Der David vermisste die Luise für die netten Gespräche an lauen Sommerabenden, weil;er nun alleine in einer fremdem Stadt wohnt.;1;subjekt;pers;;14055106629538.0;;;;;259;David vermisste Luise für die netten Gespräche an lauen Sommerabenden, weil;m;David;Luis;es;vermisste;2;er nun alleine in einer fremdem Stadt wohnt.;sie stets eine erfrischende Perspektive einbrachte und ihr Lachen ihn immer zum Strahlen brachte.
13;14;Liste4;1;24;m;deutsch;nein;rechts;14;3;<id: item 14, condition 3>;Der Florian sorgte sich um die Melanie mit stetig wachsender Unruhe, weil;sie kaum noch die Wohnung verließ.;1;objekt;pers;;14055982984798.0;1;objekt;pers;;14;Florian sorgte sich um Melanie mit stetig wachsender Unruhe, weil;m;Florian;Melani;es;sorgte sich um;4;sie kaum noch die Wohnung verließ.;sie sich in letzter Zeit immer mehr zurückgezogen hatte und er nicht wusste, was sie bedrückte.
478;479;Liste2;8;25;f;deutsch;nein;rechts;59;4;<id: item 59, condition 4>;Die Jennifer verblüffte den Kevin in der vorletzten Woche aufs Allerheftigste, weil ;sie eine revolutionäre Idee hatte.;1;subjekt;pers;;14055095893412.0;;;;;119;Jennifer verblüffte Kevin in der vorletzten Woche aufs Allerheftigste, weil;f;Jennifer;Kevi;se;verblüffte;3;sie eine revolutionäre Idee hatte.;sie plötzlich fließend Mandarin sprach.
1364;1365;Liste2;23;22;m;deutsch;nein;rechts;45;2;<id: item 45, condition 2>;Die Annika erschütterte den Pascal durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil ;er eigentlich immer in sie verliebt war.;2;objekt;pers;;14055973516778.0;;;;;185;Annika erschütterte Pascal durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil;f;Annika;Pasca;se;erschütterte;1;er eigentlich immer in sie verliebt war.;sie keinen anderen Ausweg aus ihrer Verzweiflung sah.
1323;1324;Liste2;23;22;m;deutsch;nein;rechts;4;3;<id: item 4, condition 3>;Der Martin beneidete die Saskia über jedes angemessene Maß hinaus, weil ;sie mehr verdient.;1;objekt;pers;;14055968140404.0;;;;;164;Martin beneidete Saskia über jedes angemessene Maß hinaus, weil;m;Martin;Saski;es;beneidete;4;sie mehr verdient.;sie immer mühelos Erfolg hatte, während er sich abmühte.
1556;1557;Liste3;26;26;f;deutsch;nein;rechts;57;3;<id: item 57, condition 3>;Der Max störte die Kathrin über alle Maßen während der Höhlenerkundung, weil ;er dämliche Fragen stellte.;1;subjekt;pers;;14055110726316.0;;;;;277;Max störte Kathrin über alle Maßen während der Höhlenerkundung, weil;m;Max;Kathri;se;störte;4;er dämliche Fragen stellte.;er ständig lauthals sang und damit die ruhige Atmosphäre zerstörte.
252;253;Liste2;5;31;m;deutsch;nein;rechts;13;2;<id: item 13, condition 2>;Die Carina schätzte den Julian für das handwerkliche Geschick, weil ;er damit nicht angibt.;1;objekt;pers;;14056045830849.0;;;;;53;Carina schätzte Julian für das handwerkliche Geschick, weil;f;Carina;Julia;es;schätzte;1;er damit nicht angibt.;er stets kreative Lösungen fand und jedes Projekt mit Präzision und Leidenschaft umsetzte.
2154;2155;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;55;1;<id: item 55, condition 1>;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil;er bei jedem Treffen eigentlich dasselbe erzählt und nicht einfallsreich ist. Sabrina ist jedoch eine zu rücksichtsvolle Person, die Menschen nicht verletzen kann. Dementsprechend kann sie auch Peter nicht sagen, dass er ihr völlig auf die Nerven geht.;1;subjekt;pers;;1405601260.85;;;;;475;Oliver langweilte Sabrina durch Erzählungen von der Arbeit, weil;m;Oliver;Sabrin;se;langweilte;2;er bei jedem Treffen eigentlich dasselbe erzählt und nicht einfallsreich ist. Sabrina ist jedoch eine zu rücksichtsvolle Person, die Menschen nicht verletzen kann. Dementsprechend kann sie auch Peter nicht sagen, dass er ihr völlig auf die Nerven geht.;es ständig um dieselben Themen ging und keine neuen Geschichten hinzukamen.
1634;1635;Liste1;28;22;f;deutsch;nein;rechts;15;3;<id: item 15, condition 3>;Der Andre verabscheute die Elisabeth im Laufe der letzten Jahre in immer stärkerem Maß, weil ;sie erfolgreicher ist;1;objekt;pers;;14055952552666.0;;;;;295;Andre verabscheute Elisabeth im Laufe der letzten Jahre in immer stärkerem Maß, weil;m;Andre;Elisabet;es;verabscheute;4;sie erfolgreicher ist;sie seine Bemühungen und Anliegen regelmäßig ignorierte und sich über seine Meinungen hinwegsetzte.
1390;1391;Liste1;24;19;m;deutsch;nein;rechts;11;3;<id: item 11, condition 3>;Der Mark mochte die Eva vom ersten Augenblick der Konferenz an, weil;sie einen sehr tiefen Ausschnitt trug.;1;objekt;pers;;14055977126856.0;1;objekt;pers;;211;Mark mochte Eva vom ersten Augenblick der Konferenz an, weil;m;Mark;Ev;es;mochte;4;sie einen sehr tiefen Ausschnitt trug.;er ihre Intelligenz und ihr selbstsicheres Auftreten beeindruckend fand.
1434;1435;Liste1;24;19;m;deutsch;nein;rechts;55;3;<id: item 55, condition 3>;Der Oliver langweilte die Sabrina über jedes erträgliche Maß hinaus, weil;er nur über seine Kinder sprach.;1;subjekt;pers;;14055966129033.0;;;;;235;Oliver langweilte Sabrina über jedes erträgliche Maß hinaus, weil;m;Oliver;Sabrin;se;langweilte;4;er nur über seine Kinder sprach.;er immer wieder die gleichen Geschichten erzählte.
794;795;Liste3;14;24;m;deutsch;nein;rechts;15;1;<id: item 15, condition 1>;Der Andre verabscheute die Elisabeth für den hinterhältigen Umgang mit den Kunden, weil ;sie erotische Abenteuer in Aussicht stellt, wenn sie einen Vertrag abschliessen.;1;objekt;pers;;14055982340968.0;;;;;135;Andre verabscheute Elisabeth für den hinterhältigen Umgang mit den Kunden, weil;m;Andre;Elisabet;es;verabscheute;2;sie erotische Abenteuer in Aussicht stellt, wenn sie einen Vertrag abschliessen.;sie immer wieder absichtlich wichtige Informationen verschwieg und dadurch ihr Vertrauen ausnutzte.
248;249;Liste2;5;31;m;deutsch;nein;rechts;9;2;<id: item 9, condition 2>;Die Anja liebte den Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil;die Jesus erstem Gebot entspricht.;0;;;;14056046904803.0;0;;;;49;Anja liebte Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil;f;Anja;Marce;es;liebte;1;die Jesus erstem Gebot entspricht.;er stets bereit war, anderen selbstlos zu helfen und ohne zu zögern seine Ressourcen mit ihnen teilte.
1369;1370;Liste2;23;22;m;deutsch;nein;rechts;50;1;<id: item 50, condition 1>;Der Yannik erschreckte die Annalena durch irre Grimassen und Schreie, weil ;er keine gute Erziehung genießt.;1;subjekt;pers;;14055969057676.0;;;;;190;Yannik erschreckte Annalena durch irre Grimassen und Schreie, weil;m;Yannik;Annalen;se;erschreckte;2;er keine gute Erziehung genießt.;er heimlich einen Streich spielte und ihre Reaktion sehen wollte.
1426;1427;Liste1;24;19;m;deutsch;nein;rechts;47;3;<id: item 47, condition 3>;Der Christoph enttäuschte die Lea bei dieser Begegnung auf das Allerheftigste, weil ;er sie nach dem peinlichen One Night Stand nicht mehr angerufen hatte.;2;subjekt;pers;;14055968964822.0;;;;;227;Christoph enttäuschte Lea bei dieser Begegnung auf das Allerheftigste, weil;m;Christoph;Le;se;enttäuschte;4;er sie nach dem peinlichen One Night Stand nicht mehr angerufen hatte.;er ihr wichtiges Versprechen gebrochen hatte.
1432;1433;Liste1;24;19;m;deutsch;nein;rechts;53;1;<id: item 53, condition 1>;Der Thomas inspirierte die Rosa durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil ;sie in ihren Forschungen feststeckte.;1;objekt;pers;;1405597673847.0;;;;;233;Thomas inspirierte Rosa durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil;m;Thomas;Ros;se;inspirierte;2;sie in ihren Forschungen feststeckte.;sie dadurch neue Perspektiven auf ihr Forschungsgebiet gewann und motiviert wurde, ihre eigenen innovativen Ideen zu entwickeln.
1698;1699;Liste4;29;20;f;deutsch;nein;rechts;19;2;<id: item 19, condition 2>;Die Luise vermisste den David für die netten Gespräche an lauen Sommerabenden, weil;er sie besser verstand als jeder andere.;2;objekt;pers;;14055941073567.0;2;objekt;pers;;339;Luise vermisste David für die netten Gespräche an lauen Sommerabenden, weil;f;Luise;Davi;es;vermisste;1;er sie besser verstand als jeder andere.;sie seine humorvolle Art und tiefgründigen Gedanken schätzte.
2116;2117;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;17;3;<id: item 17, condition 3>;Der Stephan verehrte die Nadine über jedes vorstellbare Maß hinaus, weil;sie eine Person mit so einer guten Persönlichkeit sei.;1;objekt;pers;;14056031257531.0;;;;;457;Stephan verehrte Nadine über jedes vorstellbare Maß hinaus, weil;m;Stephan;Nadin;es;verehrte;4;sie eine Person mit so einer guten Persönlichkeit sei.;er in ihr die Inspiration und Freude fand, die sein Leben bereicherte.
479;480;Liste2;8;25;f;deutsch;nein;rechts;60;3;<id: item 60, condition 3>;Der Manuel verwirrte die Paula während der dreiviertelstündigen Mittagspause durch und durch, weil ;er undeutliche Signale aussandte.;1;subjekt;pers;;14055100311951.0;;;;;120;Manuel verwirrte Paula während der dreiviertelstündigen Mittagspause durch und durch, weil;m;Manuel;Paul;se;verwirrte;4;er undeutliche Signale aussandte.;er plötzlich in einer anderen Sprache sprach, die sie nicht verstand.
2101;2102;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;2;2;<id: item 2, condition 2>;Die Laura bedauerte den Sebastian für die schlechte Note in Mathematik, weil ;er sonst eigentlich über dem Klassenschnitt abschneidete.;1;objekt;pers;;14056020072564.0;;;;;442;Laura bedauerte Sebastian für die schlechte Note in Mathematik, weil;f;Laura;Sebastia;es;bedauerte;1;er sonst eigentlich über dem Klassenschnitt abschneidete.;sie wusste, wie sehr er sich darauf vorbereitet hatte.
256;257;Liste2;5;31;m;deutsch;nein;rechts;17;2;<id: item 17, condition 2>;Die Nadine verehrte den Stephan für die Entwürfe der neuen Kollektion, weil ;sie ihr gut stehen.;1;subjekt;pers;;14056053025491.0;1;subjekt;pers;;57;Nadine verehrte Stephan für die Entwürfe der neuen Kollektion, weil;f;Nadine;Stepha;es;verehrte;1;sie ihr gut stehen.;sie innovative Designs und kreative Details zeigten.
1622;1623;Liste1;28;22;f;deutsch;nein;rechts;3;3;<id: item 3, condition 3>;Der Patrick bemitleidete die Sonja bei der Faschingsausfahrt aus tiefstem Herzen, weil ;sie wegen Krankheit zuhause bleiben musste;1;objekt;pers;;14055953308606.0;;;;;283;Patrick bemitleidete Sonja bei der Faschingsausfahrt aus tiefstem Herzen, weil;m;Patrick;Sonj;es;bemitleidete;4;sie wegen Krankheit zuhause bleiben musste;sie in ihrem Kostüm frieren musste und keinen Spaß hatte.
2106;2107;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;7;1;<id: item 7, condition 1>;Der Jan fürchtete die Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;diese von Tag zu Tag immer mehrere wurden.;0;;;;14056027598143.0;;;;;447;Jan fürchtete Franziska wegen der fiesen Kommentare über die Pickel im Gesicht, weil;m;Jan;Franzisk;es;fürchtete;2;diese von Tag zu Tag immer mehrere wurden.;es sein Selbstbewusstsein erheblich beeinträchtigte.
430;431;Liste2;8;25;f;deutsch;nein;rechts;11;4;<id: item 11, condition 4>;Die Eva mochte den Mark vom ersten Augenblick der Konferenz an, weil;er einen netten Eindruck auf sie machte.;2;objekt;pers;;14055095636685.0;;;;;91;Eva mochte Mark vom ersten Augenblick der Konferenz an, weil;f;Eva;Mar;es;mochte;3;er einen netten Eindruck auf sie machte.;sie seine sympathische Art und seine klugen Gedanken sofort beeindruckend fand.
1850;1851;Liste4;31;27;f;deutsch;Türkisch;rechts;51;2;<id: item 51, condition 2>;Die Heidi erstaunte den Benedikt durch ein Jonglierkunststück mit sieben Bällen, weil ;sie bisher nur mit 6 Bällen jonglierte. ;1;subjekt;pers;;14055121584331.0;;;;;391;Heidi erstaunte Benedikt durch ein Jonglierkunststück mit sieben Bällen, weil;f;Heidi;Benedik;se;erstaunte;1;sie bisher nur mit 6 Bällen jonglierte. ;sie es noch nie zuvor vorgeführt hatte.
2109;2110;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;10;2;<id: item 10, condition 2>;Die Jessica misstraute dem Steffen wegen der Spendenaffäre im Herbst, weil ;er das Geld für persönliche Zwecke verwendete.;1;objekt;pers;;1405602094545.0;;;;;450;Jessica misstraute Steffen wegen der Spendenaffäre im Herbst, weil;f;Jessica;Steffe;es;misstraute;1;er das Geld für persönliche Zwecke verwendete.;sie befürchtete, dass er die Gelder nicht ordnungsgemäß verwendet hatte.
1558;1559;Liste3;26;26;f;deutsch;nein;rechts;59;1;<id: item 59, condition 1>;Der Kevin verblüffte die Jennifer durch einen unerwarteten Kuss auf den Mund, weil ;sie nie geglaubt hatte, dass er sie auch sehr mag.;1;objekt;pers;;14055104630824.0;;;;;279;Kevin verblüffte Jennifer durch einen unerwarteten Kuss auf den Mund, weil;m;Kevin;Jennife;se;verblüffte;2;sie nie geglaubt hatte, dass er sie auch sehr mag.;er ihr damit seine tiefen Gefühle zeigen wollte.
1626;1627;Liste1;28;22;f;deutsch;nein;rechts;7;3;<id: item 7, condition 3>;Der Jan fürchtete die Franziska schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil ;sie bösartige sarkastische Sprüche macht;1;objekt;pers;;14055952717951.0;1;objekt;pers;;287;Jan fürchtete Franziska schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil;m;Jan;Franzisk;es;fürchtete;4;sie bösartige sarkastische Sprüche macht;sie einen unheimlichen Einfluss auf seine Entscheidungen hatte.
1878;1879;Liste1;32;24;f;deutsch;nein;rechts;19;3;<id: item 19, condition 3>;Der David vermisste die Luise besonders oft an den lauen Sommerabenden, weil ;sie dann immer Gitarre gespielt hat.;1;objekt;pers;;14055932163521.0;;;;;419;David vermisste Luise besonders oft an den lauen Sommerabenden, weil;m;David;Luis;es;vermisste;4;sie dann immer Gitarre gespielt hat.;ihn die warmen Nächte an ihre gemeinsamen Spaziergänge erinnerten.
1552;1553;Liste3;26;26;f;deutsch;nein;rechts;53;3;<id: item 53, condition 3>;Der Thomas inspirierte die Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil ;er ganz neue Forschungsansätze präsentierte.;1;subjekt;pers;;14055107207546.0;1;subjekt;pers;;273;Thomas inspirierte Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil;m;Thomas;Ros;se;inspirierte;4;er ganz neue Forschungsansätze präsentierte.;sie von seinen Ideen und seiner Leidenschaft für das gemeinsame Projekt beeindruckt war.
1853;1854;Liste4;31;27;f;deutsch;Türkisch;rechts;54;3;<id: item 54, condition 3>;Der Lars irritierte die Alexandra auf überaus befremdliche Art und Weise, weil ;er an jeder Frau die sich zu ihm an den Tisch gesetzt hat etwas auszusetzten hatte und sehr unfreundlich war. ;1;subjekt;pers;;1405511428289.0;;;;;394;Lars irritierte Alexandra auf überaus befremdliche Art und Weise, weil;m;Lars;Alexandr;se;irritierte;4;er an jeder Frau die sich zu ihm an den Tisch gesetzt hat etwas auszusetzten hatte und sehr unfreundlich war. ;er ständig in Rätseln sprach und nie direkt auf ihre Fragen antwortete.
1914;1915;Liste1;32;24;f;deutsch;nein;rechts;55;3;<id: item 55, condition 3>;Der Oliver langweilte die Sabrina über jedes erträgliche Maß hinaus, weil;er immer nur Kalauer erzählte.;1;subjekt;pers;;14055935703638.0;1;subjekt;pers;;435;Oliver langweilte Sabrina über jedes erträgliche Maß hinaus, weil;m;Oliver;Sabrin;se;langweilte;4;er immer nur Kalauer erzählte.;er ständig von seinen Münzsammlungen erzählte, ohne auf ihre Interessen einzugehen.
834;835;Liste3;14;24;m;deutsch;nein;rechts;55;1;<id: item 55, condition 1>;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil;er nichts anderes zu berichten hat.;1;subjekt;pers;;14055980695271.0;;;;;155;Oliver langweilte Sabrina durch Erzählungen von der Arbeit, weil;m;Oliver;Sabrin;se;langweilte;2;er nichts anderes zu berichten hat.;er immer wieder dieselben Geschichten erzählte.
